,Part_length,Carriageway width in m.,Year of construction /upgradation,Study Stretch Chainage,Avg Rain fall,Age of Pavement during Evalution Years ,MDD,OMC,LL,PL,PI,CBR,SCI,SN,MSN,CVPD,Actual PCI,evalution_year,evalution_month,evalution_quarter
817,0.7223519086837769,3.749992847442627,2019.8114013671875,0.37593790888786316,700.0865478515625,3.6485815048217773,1.9536200761795044,10.337946891784668,25.054128646850586,17.87042999267578,7.565908432006836,5.505990982055664,0.12056006491184235,3.1490204334259033,6.609405994415283,71.27470397949219,67.56626892089844,2023.4713134765625,8.559249877929688,3.198756694793701
818,0.628125011920929,3.740504026412964,2019.8433837890625,0.1549151986837387,781.205078125,3.506992816925049,1.9037529230117798,10.106378555297852,27.215700149536133,16.062564849853516,12.505830764770508,5.430477619171143,0.20842762291431427,2.9499824047088623,6.338388919830322,77.37471008300781,69.8677978515625,2023.5408935546875,5.55215311050415,1.9680112600326538
819,0.654201328754425,3.73714017868042,2019.323486328125,0.4086695909500122,736.671875,2.3647518157958984,1.9642893075942993,9.935372352600098,29.385332107543945,19.966533660888672,9.071393966674805,5.472918510437012,0.1369073987007141,3.585055351257324,7.066840171813965,51.761451721191406,77.2030258178711,2021.7994384765625,6.0596137046813965,2.0845696926116943
820,0.4477788209915161,3.68904447555542,2019.5546875,0.14322666823863983,787.991943359375,4.150618553161621,1.8234045505523682,10.690472602844238,18.80962371826172,10.832468032836914,8.268815994262695,5.669023513793945,0.2272147536277771,2.4556634426116943,5.858055114746094,85.80020141601562,77.18521881103516,2023.820556640625,9.839786529541016,3.620610237121582
821,0.6877454519271851,3.803062915802002,2019.7244873046875,0.1693757027387619,713.976806640625,2.910191535949707,1.916710615158081,10.2719144821167,26.718351364135742,18.888160705566406,8.974185943603516,5.434243202209473,0.14985935389995575,3.7179386615753174,7.145493507385254,67.16212463378906,75.0940933227539,2022.8426513671875,5.1281328201293945,1.7589163780212402
822,0.6074555516242981,3.7482895851135254,2019.7557373046875,0.31644704937934875,764.336669921875,2.331051826477051,1.890655517578125,10.169748306274414,27.106409072875977,16.437746047973633,11.168502807617188,5.4717326164245605,0.09197291731834412,3.106166362762451,6.4760918617248535,65.60166931152344,71.7616195678711,2022.664306640625,2.476241111755371,0.7411277890205383
823,0.5133330225944519,3.830568790435791,2018.79833984375,0.4193817377090454,784.8289184570312,4.749427795410156,1.9358803033828735,9.73190689086914,32.69206619262695,21.508127212524414,10.396141052246094,5.445659160614014,0.16291891038417816,3.4010045528411865,6.837303638458252,72.08875274658203,75.61381530761719,2022.764404296875,12.155402183532715,4.36415958404541
824,0.5748627185821533,3.698521852493286,2019.8193359375,0.19237147271633148,834.3106689453125,2.739259719848633,1.8335057497024536,9.899286270141602,36.47928237915039,18.273841857910156,18.8796329498291,5.155533313751221,0.12988615036010742,3.205791711807251,6.539385795593262,70.72309112548828,64.97856903076172,2022.7628173828125,3.213700532913208,1.1932172775268555
825,0.6027388572692871,3.6808595657348633,2019.54736328125,0.09790697693824768,759.6035766601562,3.098945379257202,1.9364289045333862,9.9443359375,27.00505256652832,17.512557983398438,10.028677940368652,5.45643424987793,0.24489164352416992,2.968259811401367,6.384566783905029,52.46012878417969,71.75035858154297,2022.45068359375,11.052518844604492,3.7455227375030518
826,0.8221094608306885,3.6965744495391846,2020.1239013671875,0.4346272349357605,654.3722534179688,2.1309304237365723,1.964369535446167,10.466861724853516,23.838130950927734,18.030555725097656,6.610957622528076,5.503411293029785,0.11774451285600662,3.1088759899139404,6.5670552253723145,54.217430114746094,71.95335388183594,2022.6856689453125,7.0842509269714355,2.4602315425872803
827,0.5840170979499817,3.7332708835601807,2019.2891845703125,0.2455885410308838,717.933349609375,4.519752502441406,1.8197041749954224,10.23848819732666,36.48819351196289,24.776817321777344,13.12703800201416,5.170310974121094,0.19617490470409393,3.1433403491973877,6.490265369415283,75.73222351074219,70.87299346923828,2023.5706787109375,8.157012939453125,3.196404218673706
828,0.6635140180587769,3.7048165798187256,2019.390869140625,0.4200277328491211,674.863037109375,3.1765713691711426,1.8323149681091309,10.266143798828125,36.889644622802734,26.682119369506836,12.088237762451172,5.11795711517334,0.14170154929161072,3.314716339111328,6.699770450592041,61.139949798583984,78.28539276123047,2022.4029541015625,5.555184364318848,2.0759358406066895
829,0.5970622897148132,3.7450363636016846,2019.34912109375,0.25627174973487854,699.3423461914062,3.5698814392089844,1.7799702882766724,10.27351188659668,39.2014274597168,26.601701736450195,13.999361991882324,5.073163032531738,0.18877330422401428,3.3211302757263184,6.675117015838623,67.34185028076172,74.86785888671875,2023.029296875,5.200714111328125,1.956693410873413
830,0.38921958208084106,3.7082936763763428,2019.9725341796875,0.2383381426334381,779.6912841796875,3.5806844234466553,1.724328637123108,11.514795303344727,7.579977989196777,3.9994425773620605,3.1138596534729004,5.919556617736816,0.13000449538230896,2.762479066848755,6.183157920837402,93.61204528808594,73.4259033203125,2023.7608642578125,10.638124465942383,4.042184352874756
831,0.5150438547134399,3.7224323749542236,2019.470947265625,0.10592225193977356,881.5713500976562,3.7007765769958496,1.9060453176498413,9.501432418823242,34.77295684814453,16.844676971435547,18.3187198638916,5.301710605621338,0.23110561072826385,2.985726833343506,6.3784918785095215,82.64059448242188,64.52588653564453,2023.245849609375,3.655749797821045,1.262391209602356
832,0.6486448645591736,3.714456558227539,2019.3564453125,0.31430289149284363,692.1345825195312,3.8885791301727295,1.7990463972091675,10.125494003295898,43.387081146240234,27.607074737548828,15.009984970092773,4.998940944671631,0.13172703981399536,2.792276382446289,6.140225887298584,60.265071868896484,66.91122436523438,2022.5697021484375,12.496826171875,4.325191020965576
833,0.5436118841171265,3.7415568828582764,2019.6898193359375,0.21442244946956635,871.8193359375,4.809093952178955,1.8888100385665894,9.7275390625,32.71259689331055,14.189069747924805,18.45616340637207,5.348719120025635,0.15750017762184143,2.793940782546997,6.2101054191589355,101.94202423095703,66.07717895507812,2024.4091796875,4.564490795135498,1.6310346126556396
834,0.5322993993759155,3.700972318649292,2019.090087890625,0.04078495502471924,723.535888671875,4.339977264404297,1.7748279571533203,10.111268997192383,42.87669372558594,27.09653091430664,15.459105491638184,5.01091194152832,0.13039544224739075,3.361711025238037,6.67952823638916,78.90360260009766,63.04990768432617,2023.5439453125,5.609159469604492,1.9495748281478882
835,0.619287371635437,3.741334915161133,2019.8812255859375,0.3308674097061157,804.799072265625,2.253490924835205,1.9015958309173584,10.026639938354492,29.89630889892578,14.614670753479004,15.057334899902344,5.421885013580322,0.20507094264030457,3.2506000995635986,6.657234191894531,59.43102264404297,71.47921752929688,2022.4366455078125,5.980337619781494,2.5006160736083984
836,0.6251919269561768,3.7692251205444336,2019.4168701171875,0.2745046615600586,709.4262084960938,4.387143135070801,1.8475383520126343,10.279373168945312,34.1917839050293,23.176179885864258,11.51518726348877,5.253244876861572,0.14011715352535248,3.5833044052124023,6.976518154144287,76.57536315917969,72.07229614257812,2023.789306640625,6.423581600189209,2.4567489624023438
837,0.5627760887145996,3.7283949851989746,2019.857421875,0.14979931712150574,877.35693359375,4.1523895263671875,1.8789921998977661,9.681653022766113,35.50148391723633,14.506450653076172,20.665145874023438,5.258033275604248,0.22739677131175995,2.7880806922912598,6.179556369781494,96.27294158935547,64.43666076660156,2024.0662841796875,4.421795845031738,1.576973795890808
838,0.4662368595600128,3.836160898208618,2018.7825927734375,0.5448935031890869,811.0701293945312,4.642716407775879,1.9741863012313843,9.557722091674805,29.287870407104492,18.995473861694336,9.910839080810547,5.538880348205566,0.1469249427318573,3.161257028579712,6.630138874053955,78.70050048828125,75.18944549560547,2022.976318359375,9.45068359375,3.5901448726654053
839,0.5556187629699707,3.662391185760498,2019.584228515625,0.010699882172048092,825.3572387695312,4.265318870544434,1.8288649320602417,9.676911354064941,40.08464813232422,20.498945236206055,20.571758270263672,5.084136486053467,0.11487797647714615,3.018303632736206,6.390630722045898,90.75817108154297,58.588226318359375,2023.671875,4.766858100891113,1.5820951461791992
840,0.5760009288787842,3.725391149520874,2019.968994140625,0.4268632233142853,806.88671875,4.472143173217773,1.82140052318573,10.119409561157227,33.27885437011719,15.574548721313477,17.17275619506836,5.261439323425293,0.10677213966846466,2.5791995525360107,5.9687819480896,88.12928009033203,65.5087661743164,2023.8055419921875,9.905406951904297,3.884840726852417
841,0.41893139481544495,3.7494590282440186,2018.7476806640625,0.15164805948734283,880.9349975585938,4.747669696807861,1.9665333032608032,9.380609512329102,29.57215690612793,16.210241317749023,13.097601890563965,5.5475053787231445,0.13654272258281708,2.912835121154785,6.338507652282715,85.40083312988281,71.08343505859375,2023.40966796875,4.537747383117676,1.4068702459335327
842,0.5422573089599609,3.7221314907073975,2019.965087890625,0.29767194390296936,781.656494140625,2.9815304279327393,1.7818571329116821,10.729700088500977,22.864635467529297,12.040803909301758,10.660717010498047,5.528064250946045,0.059458427131175995,2.7791242599487305,6.131615161895752,75.60865020751953,66.63411712646484,2023.086181640625,7.734514236450195,2.4924936294555664
843,0.49460354447364807,3.6988446712493896,2019.218017578125,0.16701894998550415,800.0796508789062,4.665266513824463,1.898939847946167,10.015419006347656,26.99886131286621,16.692779541015625,10.901104927062988,5.509740829467773,0.11943325400352478,3.1507747173309326,6.559988498687744,82.46918487548828,68.59650421142578,2023.55224609375,8.401683807373047,3.116946220397949
844,0.6318044066429138,3.7590994834899902,2019.94775390625,0.43921926617622375,766.2839965820312,3.9052727222442627,1.9022974967956543,10.384109497070312,24.09454345703125,13.89956283569336,10.696969985961914,5.512938499450684,0.1331249177455902,2.899109125137329,6.320609092712402,77.72242736816406,66.01678466796875,2023.4254150390625,11.704630851745605,4.506446838378906
845,0.6361874341964722,3.7893385887145996,2019.5635986328125,0.19257229566574097,757.0713500976562,4.566756248474121,1.9589025974273682,10.07211685180664,25.807695388793945,16.728012084960938,9.290928840637207,5.544671535491943,0.17576104402542114,3.380524158477783,6.823051929473877,79.87654113769531,69.71432495117188,2023.8001708984375,8.766380310058594,3.5693726539611816
846,0.46584904193878174,3.7426812648773193,2018.7501220703125,0.15159623324871063,749.1172485351562,5.3799028396606445,1.8191063404083252,10.084671974182129,37.79294204711914,24.999860763549805,12.721075057983398,5.195821762084961,0.08472535014152527,3.51745343208313,6.8644328117370605,85.69672393798828,68.79397583007812,2024.0216064453125,7.636803150177002,2.977814197540283
847,0.5793196558952332,3.6524758338928223,2019.5263671875,0.12268416583538055,786.055419921875,2.8358192443847656,1.916843056678772,9.903730392456055,29.472095489501953,17.26570701599121,12.62109375,5.390766620635986,0.26410749554634094,3.071366310119629,6.475811958312988,52.97555160522461,70.0041732788086,2022.353271484375,9.415210723876953,3.2860777378082275
848,0.3716175854206085,3.7272040843963623,2018.4739990234375,0.11931298673152924,889.798828125,4.757589340209961,2.0158591270446777,9.220212936401367,28.118940353393555,15.726859092712402,10.973881721496582,5.672524452209473,0.15492667257785797,3.2953710556030273,6.780628681182861,75.19641876220703,69.97151947021484,2023.0150146484375,9.811108589172363,3.5067672729492188
849,0.5723203420639038,3.72269606590271,2019.685546875,0.17351175844669342,793.5642700195312,2.69407320022583,1.8800829648971558,10.188982963562012,27.190631866455078,15.604318618774414,13.019303321838379,5.454189777374268,0.177989661693573,2.9240338802337646,6.31318998336792,65.40079498291016,73.1597671508789,2022.9041748046875,4.132692337036133,1.424349308013916
850,0.5223554372787476,3.7522132396698,2018.9931640625,0.19400674104690552,714.239501953125,4.319784641265869,1.766988754272461,10.260885238647461,40.709259033203125,27.127174377441406,13.787251472473145,5.088967323303223,0.13196887075901031,3.3130714893341064,6.646568298339844,79.14954376220703,69.9599380493164,2023.57080078125,5.085575580596924,1.7617117166519165
851,0.5990384817123413,3.7644219398498535,2019.3050537109375,0.3029893934726715,764.307373046875,3.3337392807006836,1.9434912204742432,9.934889793395996,29.99367332458496,19.53030014038086,10.418249130249023,5.446821689605713,0.1683187335729599,3.440462589263916,6.872409820556641,65.1854248046875,75.70524597167969,2022.6236572265625,6.219764232635498,2.2965805530548096
852,0.5893486142158508,3.693424940109253,2019.7630615234375,0.07631640136241913,815.446044921875,3.5026965141296387,1.8947325944900513,9.892877578735352,30.363353729248047,15.731553077697754,14.848750114440918,5.349132061004639,0.2523343563079834,2.9758245944976807,6.356634140014648,66.24381256103516,65.29500579833984,2022.918212890625,10.256047248840332,3.718569040298462
853,0.566057026386261,3.7360739707946777,2019.8699951171875,0.16976062953472137,850.931396484375,4.1044921875,1.8638089895248413,9.805850982666016,34.21236801147461,15.138486862182617,18.578033447265625,5.259639739990234,0.1984238624572754,2.862978935241699,6.250085830688477,82.68911743164062,64.41277313232422,2023.4984130859375,9.280830383300781,3.5344913005828857
854,0.503547728061676,3.720895290374756,2019.44091796875,0.05204556882381439,903.0297241210938,3.963282585144043,1.923204779624939,9.328741073608398,36.17732238769531,16.56847381591797,19.299524307250977,5.2795186042785645,0.27952536940574646,2.8699419498443604,6.279141902923584,87.92491912841797,62.124019622802734,2023.494873046875,3.396608352661133,1.0814932584762573
855,0.4781181812286377,3.7888529300689697,2018.9302978515625,0.46484073996543884,834.1690673828125,4.262696266174316,1.9302488565444946,9.573949813842773,32.68939971923828,19.438838958740234,13.184944152832031,5.400690078735352,0.12523500621318817,3.1569247245788574,6.557311534881592,88.06682586669922,74.83386993408203,2023.2144775390625,2.0987143516540527,0.7693119645118713
856,0.5843822360038757,3.7289483547210693,2019.822265625,0.25387632846832275,844.9390258789062,3.667945146560669,1.8611958026885986,9.812126159667969,35.404510498046875,15.991077423095703,19.319290161132812,5.233510971069336,0.1469109058380127,2.7673532962799072,6.16035270690918,85.55555725097656,67.50450134277344,2023.710205078125,2.9347457885742188,0.8881191611289978
857,0.5330671668052673,3.79665470123291,2019.1044921875,0.24136045575141907,798.431884765625,5.023655414581299,1.9777613878250122,9.808613777160645,26.270671844482422,16.972620010375977,9.109460830688477,5.591348648071289,0.17138710618019104,3.3628532886505127,6.820685386657715,84.53015899658203,73.05760955810547,2023.7864990234375,7.2112298011779785,2.7966806888580322
858,0.5599148869514465,3.7156355381011963,2018.945556640625,0.4911945164203644,678.4630737304688,4.709225177764893,1.7885191440582275,10.258926391601562,40.24716567993164,28.637630462646484,12.722551345825195,5.073645114898682,0.1128418818116188,3.0926358699798584,6.391612529754639,76.0619888305664,70.71846771240234,2023.1649169921875,10.261414527893066,3.842404365539551
859,0.6914084553718567,3.7816381454467773,2019.8402099609375,0.11242818832397461,709.6682739257812,3.7656893730163574,1.941421389579773,10.348999977111816,23.978849411010742,16.86690902709961,7.864653587341309,5.52109432220459,0.1876002550125122,3.587794303894043,7.052124977111816,73.48992919921875,73.06999969482422,2023.659912109375,7.455851078033447,2.6477060317993164
860,0.5838288068771362,3.745042324066162,2018.9954833984375,0.5017536878585815,699.835205078125,4.766260147094727,1.8150745630264282,10.014784812927246,41.93233108520508,28.838970184326172,13.83209228515625,5.057557106018066,0.15357881784439087,2.926823854446411,6.273929595947266,80.00126647949219,75.39756774902344,2023.70556640625,7.01286506652832,2.673578977584839
861,0.4726163446903229,3.7398486137390137,2018.8431396484375,0.1884448379278183,778.3075561523438,4.910099029541016,1.8652225732803345,9.927353858947754,34.3701171875,22.138587951660156,11.975794792175293,5.313821792602539,0.11643240600824356,3.4790468215942383,6.854196071624756,82.12320709228516,70.1191177368164,2023.576904296875,8.024312019348145,3.019571304321289
862,0.7414724826812744,3.761237382888794,2019.9691162109375,0.3340246379375458,687.6642456054688,3.4942128658294678,1.935217022895813,10.45517635345459,23.666284561157227,17.329185485839844,7.102072715759277,5.507863521575928,0.11367518454790115,3.011770486831665,6.443881511688232,78.59532928466797,71.6373291015625,2023.90673828125,4.196475028991699,1.4635580778121948
863,0.5707460641860962,3.7409119606018066,2019.0155029296875,0.4474050998687744,711.8330688476562,4.746263027191162,1.810341238975525,10.035420417785645,42.573387145996094,28.13916778564453,14.044788360595703,5.037217617034912,0.15467599034309387,3.1617538928985596,6.537558078765869,81.33065795898438,75.48262786865234,2023.7489013671875,5.484648704528809,1.9972387552261353
864,0.5365791320800781,3.785620927810669,2019.2467041015625,0.3346938490867615,808.3370361328125,3.5419225692749023,1.9148023128509521,9.777759552001953,31.62350845336914,18.448471069335938,13.508764266967773,5.405559062957764,0.18461428582668304,2.914536237716675,6.3379716873168945,73.83537292480469,75.64696502685547,2023.0872802734375,2.501616954803467,0.9301335215568542
865,0.3512741029262543,3.760849714279175,2018.4072265625,0.05427573621273041,893.396240234375,5.0383620262146,2.0102837085723877,9.24356460571289,27.236377716064453,16.162851333618164,10.30135440826416,5.67710018157959,0.12550866603851318,3.3610286712646484,6.811522483825684,74.92350006103516,70.28009033203125,2022.8948974609375,11.598932266235352,4.302825927734375
866,0.5062547326087952,3.7593655586242676,2019.9561767578125,0.35863494873046875,716.171630859375,3.8628807067871094,1.781483769416809,11.198923110961914,12.503697395324707,10.610419273376465,2.534658908843994,5.843486309051514,0.05479197949171066,2.9016263484954834,6.270354747772217,84.3919448852539,70.14363861083984,2023.625732421875,9.851400375366211,3.6691701412200928
867,0.5993819832801819,3.7920656204223633,2019.4052734375,0.17041204869747162,757.822265625,4.161671161651611,1.9504741430282593,9.975071907043457,27.68793487548828,18.388198852539062,9.345817565917969,5.512680530548096,0.18661999702453613,3.4681146144866943,6.919387340545654,76.50480651855469,75.03018951416016,2023.5030517578125,5.864439964294434,2.10595965385437
868,0.6519802212715149,3.6914761066436768,2019.5194091796875,0.31716614961624146,719.8486328125,2.7605063915252686,1.890851616859436,10.137088775634766,31.969776153564453,21.408323287963867,11.415496826171875,5.3098835945129395,0.18877942860126495,3.3032798767089844,6.713010311126709,58.293190002441406,77.07915496826172,2022.1639404296875,6.973779201507568,2.566725492477417
869,0.729328453540802,3.7601184844970703,2019.776611328125,0.44000616669654846,686.0122680664062,3.9278557300567627,1.9545321464538574,10.364953994750977,23.911264419555664,18.120031356811523,6.088862895965576,5.540520191192627,0.09214309602975845,3.210465669631958,6.645787239074707,77.67172241210938,67.4625244140625,2023.7711181640625,7.734740257263184,2.9487290382385254
870,0.6435351967811584,3.7002522945404053,2019.6375732421875,0.25859108567237854,737.8929443359375,2.7741825580596924,1.9427601099014282,10.242834091186523,23.898948669433594,16.396678924560547,8.071678161621094,5.572265625,0.19091655313968658,3.025677442550659,6.469770908355713,58.37639617919922,76.96453857421875,2022.7257080078125,7.347713947296143,2.514307975769043
871,0.5744608640670776,3.7653098106384277,2019.3388671875,0.41978633403778076,822.2103271484375,4.548115253448486,1.9493919610977173,9.60428237915039,32.67300033569336,18.190515518188477,14.450578689575195,5.370821475982666,0.16570796072483063,2.877202033996582,6.3185954093933105,91.26470947265625,72.1867904663086,2023.8734130859375,3.898380756378174,1.5310133695602417
872,0.6479455232620239,3.6966140270233154,2019.4215087890625,0.3017796576023102,695.2266845703125,2.901745080947876,1.8428205251693726,10.194058418273926,35.783668518066406,25.056753158569336,12.134539604187012,5.179907321929932,0.1673744171857834,3.150897741317749,6.529034614562988,57.76670455932617,76.30004119873047,2022.263671875,6.608575344085693,2.386115550994873
873,0.5680609345436096,3.75701642036438,2019.6380615234375,0.23158153891563416,790.6950073242188,3.8864316940307617,1.8907063007354736,10.158270835876465,27.14750099182129,14.897669792175293,12.100269317626953,5.4633636474609375,0.15701445937156677,2.69981050491333,6.107595443725586,84.90300750732422,74.08379364013672,2023.8974609375,4.202280044555664,1.3582310676574707
874,0.6144759058952332,3.700723648071289,2019.209716796875,0.45264336466789246,711.5971069335938,2.547504186630249,1.7944689989089966,10.028594970703125,43.950313568115234,28.895591735839844,16.7626895904541,4.964672088623047,0.14367787539958954,3.0568103790283203,6.392634391784668,48.36842346191406,74.5957260131836,2021.475341796875,8.142827033996582,2.8550350666046143
875,0.44474053382873535,3.872464656829834,2018.6099853515625,0.3769177496433258,863.8402709960938,5.446393013000488,2.0291364192962646,9.39387321472168,28.103679656982422,16.512142181396484,9.652433395385742,5.684267044067383,0.1745775043964386,3.3287065029144287,6.815219402313232,86.59427642822266,74.91139221191406,2023.3804931640625,10.340705871582031,4.047644138336182
876,0.6054420471191406,3.721191644668579,2020.1695556640625,0.2806898355484009,867.2003784179688,2.753756046295166,1.857979655265808,9.797540664672852,34.5584602355957,13.79952621459961,20.62800407409668,5.217965126037598,0.11105847358703613,2.9637956619262695,6.3184733390808105,68.28732299804688,61.69636917114258,2022.66162109375,7.495520114898682,2.7626516819000244
877,0.5316493511199951,3.7070236206054688,2019.7117919921875,-0.020932408049702644,857.0850219726562,4.058805465698242,1.848157286643982,9.729500770568848,36.92654037475586,16.26403045654297,19.26351547241211,5.233863353729248,0.18574965000152588,3.187696695327759,6.559954643249512,81.9512710571289,59.58058166503906,2023.3245849609375,8.137497901916504,2.846256732940674
878,0.6522653102874756,3.732264757156372,2019.3973388671875,0.3747703433036804,654.8263549804688,3.4327781200408936,1.790778636932373,10.430145263671875,39.40067672729492,28.730697631835938,12.055862426757812,5.087555885314941,0.0508342981338501,3.053800106048584,6.354680061340332,62.34505081176758,66.51893615722656,2022.77099609375,7.435550689697266,2.7067737579345703
879,0.4243856370449066,3.7455408573150635,2019.760986328125,0.33295539021492004,789.0805053710938,2.8924543857574463,1.7775533199310303,11.025958061218262,14.449493408203125,8.231602668762207,6.260278701782227,5.77960205078125,0.15991273522377014,2.8870203495025635,6.288112640380859,92.11201477050781,74.1120834350586,2023.5194091796875,5.837425231933594,2.1665148735046387
880,0.6725245714187622,3.7211849689483643,2019.494873046875,0.32220906019210815,673.1610107421875,3.7338790893554688,1.8434205055236816,10.277341842651367,34.861419677734375,24.80175018310547,11.081897735595703,5.198299407958984,0.14930716156959534,2.983294725418091,6.369881629943848,61.86885452270508,71.98159790039062,2022.798095703125,9.90080738067627,3.592695474624634
881,0.6046010255813599,3.7995381355285645,2019.370361328125,0.23595739901065826,765.4535522460938,5.298305988311768,1.9685251712799072,9.98041820526123,26.687301635742188,16.824241638183594,9.281168937683105,5.5467209815979,0.15488897264003754,3.4571433067321777,6.9312310218811035,89.9977035522461,71.10894012451172,2024.4111328125,6.322229862213135,2.6036579608917236
882,0.4800166189670563,3.7192654609680176,2019.0601806640625,0.12154504656791687,832.0720825195312,4.10744571685791,1.8888802528381348,9.632081031799316,35.1012077331543,20.03326416015625,15.397130012512207,5.333202362060547,0.11929023265838623,3.1229937076568604,6.517227649688721,75.0612564086914,67.58430480957031,2023.1134033203125,4.6320600509643555,1.4082788228988647
883,0.5208653807640076,3.7563138008117676,2019.0965576171875,0.18400102853775024,809.2320556640625,5.0265607833862305,1.9378539323806763,9.736184120178223,32.07117462158203,18.4754638671875,12.728497505187988,5.423412322998047,0.14492522180080414,3.4689788818359375,6.908777236938477,89.85520935058594,68.25685119628906,2023.9554443359375,5.85344934463501,2.2643346786499023
884,0.6056682467460632,3.7073183059692383,2019.2484130859375,0.2802685797214508,739.6201782226562,3.060884475708008,1.9041026830673218,9.928753852844238,33.396854400634766,22.302736282348633,11.445027351379395,5.316462516784668,0.2058456838130951,2.9574174880981445,6.363865852355957,54.84347152709961,77.05339050292969,2022.5526123046875,5.231118202209473,1.8193671703338623
885,0.5539281964302063,3.6829609870910645,2019.93212890625,0.3076602816581726,789.8817749023438,3.8847455978393555,1.8329041004180908,10.500411033630371,23.31927490234375,12.232891082763672,10.637128829956055,5.571592807769775,0.039050377905368805,2.8163652420043945,6.209958553314209,92.78651428222656,64.44902038574219,2023.9478759765625,4.707119464874268,1.7702341079711914
886,0.8657991290092468,3.7629640102386475,2020.1473388671875,0.552876889705658,631.6619873046875,2.54852557182312,2.0146279335021973,10.471243858337402,21.128177642822266,18.349620819091797,4.141355991363525,5.595763206481934,0.07581257820129395,3.268871307373047,6.752192497253418,58.71689224243164,65.73324584960938,2022.9296875,8.582282066345215,3.0341908931732178
887,0.7015073895454407,3.7475032806396484,2019.851318359375,0.13862201571464539,727.172119140625,2.1763932704925537,1.9345756769180298,10.210299491882324,27.13473892211914,18.696796417236328,10.547821044921875,5.450250148773193,0.20545373857021332,3.088205099105835,6.451967239379883,57.124202728271484,75.9823226928711,2022.6768798828125,2.9174766540527344,0.9774290919303894
888,0.8224267363548279,3.8193142414093018,2019.9862060546875,0.3282845914363861,651.260009765625,4.028156757354736,2.0002338886260986,10.486751556396484,20.07940673828125,17.655492782592773,4.067684650421143,5.562191009521484,0.11306645721197128,3.560462713241577,7.081849098205566,75.49629974365234,70.4106674194336,2023.9798583984375,8.53265380859375,3.3156282901763916
889,0.5670422911643982,3.7423486709594727,2019.6802978515625,0.29865577816963196,832.4630126953125,3.9554178714752197,1.8812590837478638,9.920204162597656,30.94853401184082,15.277398109436035,15.976451873779297,5.350698471069336,0.18382856249809265,2.7878851890563965,6.197092056274414,88.61078643798828,70.03362274169922,2023.7867431640625,4.582250595092773,1.587076187133789
890,0.6619417071342468,3.7590248584747314,2019.8133544921875,0.2615535855293274,717.9585571289062,3.7528867721557617,1.9126157760620117,10.458724021911621,23.255502700805664,16.316200256347656,7.172731399536133,5.542794227600098,0.12611256539821625,3.111725091934204,6.559002876281738,80.84332275390625,71.49198913574219,2023.8367919921875,5.485315322875977,1.913996696472168
891,0.4633684754371643,3.7147958278656006,2018.9171142578125,0.23359182476997375,852.051025390625,3.5728890895843506,1.9631201028823853,9.541593551635742,29.43404769897461,16.81496810913086,12.41521167755127,5.524882793426514,0.17692698538303375,3.0766408443450928,6.513099670410156,60.51287078857422,72.8273696899414,2022.5108642578125,5.687287330627441,2.1290154457092285
892,0.5680586099624634,3.7487053871154785,2019.8409423828125,0.443208783864975,845.2540893554688,3.0982964038848877,1.8647574186325073,9.847414016723633,34.4683723449707,15.933465003967285,17.953100204467773,5.239736080169678,0.1391776204109192,2.9901039600372314,6.347054958343506,76.86620330810547,68.56952667236328,2022.99560546875,4.613341331481934,1.7760945558547974
893,0.5856648087501526,3.738717555999756,2019.8380126953125,0.26468563079833984,819.7424926757812,3.317671537399292,1.8661671876907349,9.912611961364746,33.37567901611328,16.365554809570312,16.971372604370117,5.286285400390625,0.11357700079679489,2.9367520809173584,6.315228462219238,64.81856536865234,63.95725631713867,2022.648193359375,10.667141914367676,3.710954189300537
894,0.6455065608024597,3.728212833404541,2019.54833984375,0.22725136578083038,708.92626953125,4.099565505981445,1.8653836250305176,10.25847339630127,31.604848861694336,21.651710510253906,10.96129035949707,5.315372467041016,0.1835496425628662,2.9015605449676514,6.278680324554443,68.67466735839844,71.97798919677734,2023.2457275390625,10.207773208618164,3.829033613204956
895,0.4396117031574249,3.773348569869995,2018.61669921875,0.26368871331214905,842.3206176757812,4.714152812957764,1.9552806615829468,9.43606948852539,33.237178802490234,20.13991928100586,11.9200439453125,5.468373775482178,0.2071949690580368,2.9687600135803223,6.403261184692383,79.31553649902344,72.54994201660156,2023.2930908203125,5.616546630859375,1.976269245147705
896,0.6124311685562134,3.77451753616333,2019.4283447265625,0.17368051409721375,761.468505859375,4.519095420837402,1.9705142974853516,9.883747100830078,28.352025985717773,18.127403259277344,9.691457748413086,5.526907444000244,0.20119039714336395,3.3213322162628174,6.7842206954956055,84.66490173339844,74.11102294921875,2023.9605712890625,4.025525093078613,1.4407356977462769
897,0.6437689065933228,3.6625711917877197,2020.1849365234375,0.17465414106845856,847.265625,3.3502211570739746,1.8495844602584839,9.896023750305176,34.8021354675293,14.404151916503906,20.474102020263672,5.194523811340332,0.18270055949687958,2.7518866062164307,6.119172096252441,80.58709716796875,63.65814971923828,2023.5081787109375,6.366776466369629,2.401148557662964
898,0.6542909145355225,3.7552542686462402,2019.49853515625,0.3012782335281372,696.8994750976562,3.792506694793701,1.8437581062316895,10.304471015930176,34.133750915527344,24.5407772064209,11.369219779968262,5.212028980255127,0.10558247566223145,3.3529114723205566,6.713291168212891,72.524658203125,72.17160034179688,2023.4324951171875,4.958921432495117,1.7822935581207275
